department_id,value_x,value_y
01,0.0413239794705081,0.030981661279898
02,0.0494176311659178,0.037165797849966556
03,0.0393493399871288,0.030995158234353056
04,0.04843289758454086,0.037869937487191564
05,0.05214500259252564,0.036532209056141164
06,0.034085876731990115,0.03807720230380979
07,0.045977602545231484,0.03531631838215643
08,0.058279781512894535,0.042465413404120106
09,0.05927830695472036,0.043925120378692256
10,0.054249433917005534,0.04298802525640019
11,0.059578683913067594,0.044657567395263255
12,0.045126592077987235,0.03415003368793756
13,0.046407890835441196,0.04558092196837265
14,0.049423559133148734,0.03567346796551971
15,0.0489014869159532,0.03484839777302183
16,0.03948538601323965,0.029887004026404426
17,0.043695576545915736,0.03249457881951852
18,0.04646064933042186,0.03531897963873121
19,0.042399103608223326,0.036284241114737555
21,0.05839877721003942,0.04249528576134086
22,0.03582979496712318,0.02956702550489641
23,0.04990199267508708,0.03536757577125253
24,0.041382412537582014,0.030911402501822886
25,0.057516927824288105,0.04413038892160983
26,0.055044176688831804,0.043888543511981806
27,0.0421414928035069,0.03144624869813931
28,0.04277677185966288,0.03613466802677227
29,0.02821999478842398,0.027423824631596767
2A,0.05391259939149955,0.050675662875415486
2B,0.07663760040784015,0.06671860344329927
30,0.04224683759521402,0.03807184530219143
31,0.047219719511702216,0.042078103372996764
32,0.053207498679651896,0.03714438006105006
33,0.04714315657911344,0.03837334023569697
34,0.0456678984819434,0.0391441071333075
35,0.042134573963968386,0.03295474484842823
36,0.04143271855260491,0.030792428126220787
37,0.039914043197613165,0.03640424329868236
38,0.04746957749739002,0.03776183393415989
39,0.053142417545159665,0.04073387352150392
40,0.03828509670290145,0.02884794597104761
41,0.040728340600331335,0.0318876313819225
42,0.03716842953759347,0.03534411211311665
43,0.04677604248331135,0.033338091555652524
44,0.0392723579807696,0.03372638351228355
45,0.04463592993127135,0.03772972050139674
46,0.04136737159344101,0.032218372592450334
47,0.03508543917667017,0.0288450713077054
48,0.062162665795345684,0.04416243736922186
49,0.036498921105931684,0.0328271019806228
50,0.04275920530760622,0.031313024668173775
51,0.057399952867948384,0.041850946058893154
52,0.06347036877630001,0.047520501994818845
53,0.0413751387947355,0.03209105293151011
54,0.05560905466945566,0.039991640363984206
55,0.05992480986945972,0.046772921813615344
56,0.0352787205753592,0.029381199383576122
57,0.04873823394282209,0.04022005635260819
58,0.05023392367657031,0.03545212057089887
59,0.052111508055822965,0.04760418383443552
60,0.04975971923169807,0.03868116990137335
61,0.0443471339320806,0.03504258629508001
62,0.04926654632270938,0.036800536951471216
63,0.04306132556495515,0.035676823478970596
64,0.04228587610611065,0.03808943952596756
65,0.05956713217914394,0.045305056395977934
66,0.04503978519373597,0.03776923186774071
67,0.04833792265814585,0.0409154022408707
68,0.042247904601515465,0.03782703724147092
69,0.049327804844091216,0.04293451341244
70,0.05044270355983873,0.03860871640339478
71,0.04637266480021413,0.03353847698592271
72,0.044041271755222364,0.033180714612238864
73,0.04247955397578807,0.03264007241176877
74,0.03804281783381018,0.0300951460911743
75,0.049759958936238934,0.041413136466786786
76,0.05127024513184787,0.03976708834477448
77,0.04599634011040927,0.03794186630989206
78,0.054342444916232864,0.04595530291913102
79,0.04258236223919786,0.033074403760374044
80,0.051556116224894415,0.040155993932878054
81,0.04058066567490323,0.03247256020404776
82,0.0386725748605118,0.0303812099341855
83,0.03170796590010555,0.031070800486179988
84,0.037101373654348964,0.03790955938580133
85,0.03353589370969318,0.027137985194816847
86,0.04315887099762186,0.032443211825218685
87,0.03565267591762302,0.03076393610681872
88,0.05041299823673332,0.03718270099522779
89,0.0455440540356738,0.03663711303747771
90,0.04232083089252889,0.038441358332066376
91,0.04567937745985157,0.03970733663726972
92,0.04922513671180482,0.044140897167927746
93,0.035116214507585834,0.03583830349418921
94,0.04427260923616794,0.04047221158609105
95,0.04272528847949274,0.04197747292347077
ZA,0.024436447541414667,0.0288841923836533
ZB,0.02360781568544122,0.032269218843439036
ZC,0.053820710675319516,0.04188696484263371
ZD,0.039119961898291186,0.03198675310112089
ZM,0.0548620787357465,0.04440953779638234
ZN,0.075323773400246,0.07493920365333409
ZP,0.055600632702794583,0.059598578760665974
ZS,0.009508384895606884,0.017847211370601024
ZW,,
ZX,0.019921888194260082,0.036831853843713055
ZZ,0.06279652158407238,0.05076027157151942
